rank,user_id,final_score,behavior_score,style_score,score_professionalism,score_charisma,score_expertise,kw_professional_count,kw_logistics_count,kw_charisma_count,kw_expertise_count,text_word_count,text_digit_count,text_unique_ratio,user_segment_marketing,user_city,user_region,ad_category_1,ad_category_2,ad_category_3,rating_seller,reviews_count,response_time_minutes,comments_per_ad_avg,comment_length_avg,comment_sentiment_avg,questions_per_ad_avg,followers_count,total_ads_last_12m,total_deals_last_12m,deal_success_rate
482,73383de9befaca4a,72.68,78.26,59.66,0.7267412083872113,0.46084848254354605,0.5589792348064198,5,4,1,0,16,0,0.875,Новичок,Красноярск,Сибирский,Электроника,Аудио,Sennheiser,4.7,391,14.2,3.8,24.9,0.87,6.8,459,293,262,0.95
483,2ac25636b5b1ffd4,72.68,75.94,65.07,0.7219162800131842,0.4339665576430618,0.7723834334829239,6,1,3,2,16,0,0.8125,Постоянный клиент,Челябинск,Уральский,Услуги,Ремонт,Квартир,4.8,96,8.1,2.0,33.7,0.51,4.1,509,69,42,0.99
484,b1a0b5ea4b34b8fa,72.67,75.07,67.06,0.5055804873101595,0.77227314216171,0.7888637458482292,3,3,5,3,18,0,0.8888888888888888,Активный,Красноярск,Сибирский,Электроника,Игровые приставки,Sony,4.9,122,27.1,10.0,52.7,0.64,11.5,137,89,35,0.83
485,f7c108595c992078,72.66,74.14,69.2,0.6381734743033899,0.6842492583859434,0.7714554651251235,4,3,4,2,38,0,0.7368421052631579,Премиум,Новосибирск,Сибирский,Услуги,Доставка,Грузчики,5.0,307,27.2,5.0,31.8,0.65,3.2,934,232,121,0.98
486,5592ed21af8459ac,72.66,74.46,68.46,0.7446996780000508,0.7589500773306965,0.530235034608656,6,2,5,0,37,0,0.8648648648648649,Активный,Уфа,Приволжский,Дом и сад,Инструменты,Metabo,4.9,297,22.8,3.7,25.7,0.95,3.6,294,220,203,0.91
487,158152047d268da6,72.65,78.02,60.13,0.6451383078522351,0.6659332927664106,0.47831634593443373,5,3,4,0,21,3,0.9523809523809523,Постоянный клиент,Казань,Приволжский,Дети и игрушки,Игрушки,Интерактивные,4.9,401,52.5,2.5,46.2,0.9,5.2,117,300,267,0.59
488,ff0e8ec2e896daac,72.65,80.23,54.95,0.6165208792880505,0.44645166197611624,0.5632470018508658,3,4,3,1,16,0,0.875,Активный,Москва,Центральный,Дом и сад,Инструменты,Bosch,4.9,255,10.0,1.5,31.2,0.72,3.0,170,193,139,0.83
489,611040bea6a48f85,72.65,78.21,59.67,0.8059329124515099,0.3525943814811997,0.5618804036408813,6,3,2,1,19,0,0.8421052631578947,Активный,Санкт-Петербург,Северо-Западный,Авто,Запчасти,Mercedes-Benz,4.8,300,13.4,2.5,15.3,0.58,2.1,536,227,152,0.85
490,e675ae7d483491d1,72.64,73.66,70.25,0.6879668365406556,0.6751362795060978,0.7494035394640095,5,4,4,2,40,0,0.775,Активный,Краснодар,Южный,Услуги,Ремонт,Квартир,5.0,322,57.1,4.4,40.0,0.78,3.2,90,238,207,0.92
491,85217491e18b9064,72.64,74.84,67.51,0.8246621535965113,0.627526558657235,0.5231060317943257,5,3,6,1,30,0,0.9,Активный,Пермь,Приволжский,Дети и игрушки,Коляски,Anex,5.0,303,8.6,2.2,12.1,0.81,2.6,219,227,101,0.74
492,bee76ab7f82ceedc,72.64,79.06,57.66,0.6562308257904212,0.47872074744555154,0.5682082097309906,5,2,1,0,16,0,0.875,Активный,Новосибирск,Сибирский,Услуги,Ремонт,Телефонов,4.9,98,26.2,5.3,38.5,0.71,13.5,680,72,36,0.95
493,a18ca9271d310dce,72.63,77.62,61.0,0.7564311249714765,0.5118119469587485,0.5128159782966963,6,5,2,1,18,0,0.8888888888888888,Постоянный клиент,Ростов-на-Дону,Южный,Хобби и отдых,Музыкальные инструменты,Ударные,4.8,338,27.5,5.8,25.8,0.81,4.4,83,255,223,0.56
494,f9badab7d3b2a5bd,72.62,76.4,63.81,0.6158768793894679,0.5165538399127811,0.7891553206054613,5,1,2,2,36,0,0.75,Новичок,Екатеринбург,Уральский,Услуги,Доставка,Курьер,5.0,151,27.2,7.0,44.9,0.48,4.3,651,114,101,0.95
495,a5a31484b3caf120,72.62,75.74,65.35,0.477733830278137,0.823954767881139,0.7174646941000481,4,2,5,1,46,0,0.8695652173913043,Активный,Челябинск,Уральский,Электроника,Смартфоны и телефоны,Google Pixel,,177,37.4,5.8,51.4,0.76,5.6,584,131,117,0.96
496,69a6980d2efc70a4,72.61,77.63,60.9,0.6786770112319667,0.570755685707766,0.5543381253010827,6,1,3,0,15,0,0.8666666666666667,Новичок,Владивосток,Дальневосточный,Дом и сад,Инструменты,Metabo,4.8,75,16.9,1.6,84.8,0.92,8.7,121,53,32,0.96
497,c6e32ce7c1f893fa,72.61,78.37,59.16,0.736576151720291,0.2831292310032707,0.7068532745112954,6,4,2,1,23,3,0.8260869565217391,Постоянный клиент,Самара,Приволжский,Электроника,Ноутбуки,HP,5.0,130,73.8,0.5,9.8,0.78,2.7,70,99,91,0.92
498,b45461ed6613c388,72.61,73.99,69.37,0.727177302806724,0.6063214675084303,0.736295352551913,5,3,4,3,21,0,0.8571428571428571,Новичок,Воронеж,Центральный,Авто,Шины и диски,Nokian,4.8,187,17.1,4.6,33.5,0.66,3.0,65,144,63,0.84
499,29519bd90204d9f7,72.61,78.37,59.16,0.736576151720291,0.2831292310032707,0.7068532745112954,6,4,2,1,23,3,0.8260869565217391,Постоянный клиент,Самара,Приволжский,Электроника,Ноутбуки,HP,5.0,130,73.8,0.5,9.8,0.78,2.7,70,99,91,0.92
500,a4c03ad8538efb03,72.59,73.25,71.04,0.7187444537410309,0.7962570675185722,0.6134853325219949,4,5,6,1,50,0,0.76,Новичок,Пермь,Приволжский,Хобби и отдых,Музыкальные инструменты,Синтезаторы,4.8,167,6.2,4.4,39.0,0.9,1.5,232,122,96,0.99
501,9a329e91ba95c3f7,72.57,78.01,59.9,0.6990872442382293,0.66179039578104,0.4027737633427145,5,3,3,0,17,0,0.8235294117647058,Постоянный клиент,Пермь,Приволжский,Услуги,Обучение,Английский,4.9,150,26.4,4.1,44.1,0.95,5.5,163,118,100,0.65
502,14f1863ce28e68be,72.56,79.93,55.35,0.5797140031946452,0.41483354884511037,0.6571251996653229,2,5,1,2,17,0,0.9411764705882353,Новичок,Екатеринбург,Уральский,Электроника,Игровые приставки,Microsoft,5.0,244,10.0,7.3,8.0,0.61,2.7,535,184,164,0.83
503,a84be66da31faf60,72.55,74.14,68.83,0.8910879541593772,0.6763767399406708,0.4299383889860805,8,3,3,0,21,0,0.7619047619047619,Постоянный клиент,Екатеринбург,Уральский,Хобби и отдых,Винтажная одежда,Nike,5.0,97,16.2,5.2,44.6,0.77,1.5,660,71,58,0.89
504,46528d65e8b07dc3,72.54,81.77,50.99,0.6620699272330823,0.254776121295099,0.562054080778885,3,4,2,0,17,4,1.0,Новичок,Санкт-Петербург,Северо-Западный,Авто,Автомобили,Volkswagen,5.0,234,6.1,2.1,33.2,0.38,2.8,40,171,72,0.89
505,71eddaee57a628d5,72.54,76.56,63.18,0.6250069724398469,0.4011789761922872,0.8716196343906087,3,5,1,2,20,3,0.85,Постоянный клиент,Владивосток,Дальневосточный,Услуги,Доставка,Грузчики,4.9,122,10.0,2.7,19.1,0.85,4.2,476,91,72,0.99
506,0e0ca190a2c826ca,72.53,75.71,65.11,0.7098602976597957,0.6945139575568572,0.5291815623336124,5,2,3,0,49,0,0.8979591836734694,Новичок,Ростов-на-Дону,Южный,Недвижимость,"Дома, дачи, коттеджи",Продажа,4.9,180,17.1,5.4,50.5,0.78,4.2,640,134,89,0.88
507,81eba6276890d485,72.53,75.71,65.11,0.7098602976597957,0.6945139575568572,0.5291815623336124,5,2,3,0,49,0,0.8979591836734694,Новичок,Ростов-на-Дону,Южный,Недвижимость,"Дома, дачи, коттеджи",Продажа,4.9,180,17.1,5.4,50.5,0.78,4.2,640,134,89,0.88
508,c863eb6677fe1c1a,72.51,78.66,58.15,0.7549504322912706,0.48146788874521435,0.4504196141071474,8,0,4,0,39,0,0.7435897435897436,Активный,Владивосток,Дальневосточный,Дом и сад,Мебель,Диваны,4.9,193,5.4,1.7,32.2,0.6,1.6,116,147,67,0.91
509,bde7a4f2d26f8958,72.5,74.12,68.73,0.7451509850155931,0.6687850206637762,0.628681448239142,7,3,3,1,20,0,0.95,Спящий,Омск,Сибирский,Дети и игрушки,Коляски,Anex,4.7,464,,8.1,26.9,0.74,5.1,599,346,203,0.82
510,7e69a1277b99a276,72.5,75.21,66.18,0.7561902588676758,0.5907038361096322,0.6071683020207399,4,6,3,3,22,0,0.7727272727272727,Новичок,Владивосток,Дальневосточный,Авто,Шины и диски,Nokian,4.9,245,1.5,4.3,42.3,0.64,1.1,644,185,87,0.78
511,28ae8e59a2930bc9,72.49,72.67,72.06,0.78512715194848,0.6185384498364646,0.7366293958063943,5,3,4,3,22,3,0.9090909090909091,Новичок,Омск,Сибирский,Авто,Запчасти,Hyundai/Kia,4.8,207,3.8,2.9,5.5,0.88,1.9,154,156,76,0.8
512,37261fa346d25c67,72.49,77.46,60.92,0.6017494485433941,0.6563633021475114,0.5718788823812784,5,2,4,0,20,3,0.85,Спящий,Санкт-Петербург,Северо-Западный,Услуги,Обучение,Английский,5.0,375,133.5,2.4,47.1,0.95,4.8,60,282,136,0.83
513,96706ad265fde526,72.49,74.32,68.23,0.507375573641642,0.7084917978753075,0.8893866788367435,3,2,4,3,21,3,0.9047619047619048,Постоянный клиент,Омск,Сибирский,Авто,Шины и диски,Nokian,5.0,86,,2.9,26.1,0.94,3.1,854,64,37,0.99
514,6c90a81018fcdae0,72.49,73.71,69.63,0.7528434877411831,0.6538665348241677,0.6633097538094876,6,3,4,1,22,3,0.9090909090909091,Новичок,Екатеринбург,Уральский,Электроника,Ноутбуки,Acer,5.0,232,39.8,5.4,26.4,0.65,3.4,273,176,145,0.81
515,be7b88baa1e39c94,72.46,76.28,63.56,0.5057174006744252,0.6214560989832916,0.8227840318450343,4,1,11,3,47,0,0.723404255319149,Активный,Ростов-на-Дону,Южный,Электроника,Игровые приставки,Sony,5.0,139,35.1,9.4,10.2,0.5,3.1,29,104,65,0.99
516,09c44099c7e2ea09,72.46,81.07,52.35,0.5988489135671002,0.48078205420755055,0.4658730762404605,2,5,4,0,16,0,1.0,Уходящий,Омск,Сибирский,Недвижимость,Квартиры,Новостройка,5.0,124,5.2,1.7,52.3,0.5,3.7,78,91,41,0.85
517,f413c97862790f69,72.45,76.4,63.24,0.6283917750564134,0.7628590806521133,0.5072247153976827,9,1,8,0,41,0,0.6341463414634146,Новичок,Нижний Новгород,Приволжский,Услуги,Ремонт,Бытовой техники,4.9,283,72.6,4.4,54.0,0.86,2.6,45,211,90,0.93
518,52d1d35db1e3c913,72.45,73.59,69.81,0.6733931695443828,0.6461442407646866,0.7828541365584037,4,4,5,2,47,3,0.9574468085106383,Активный,Нижний Новгород,Приволжский,Электроника,Игровые приставки,Microsoft,5.0,533,,4.2,38.0,0.29,2.3,686,400,350,0.91
519,44d2716e790cb965,72.44,72.53,72.24,0.7436956466621029,0.6855410613321162,0.7307503612991557,6,2,4,2,18,0,0.9444444444444444,Спящий,Новосибирск,Сибирский,Дом и сад,Кухонная техника,Bosch,4.7,279,10.5,4.7,5.0,0.79,3.4,510,209,94,0.9
520,c5e046d49fda1184,72.44,79.07,56.97,0.6495068583453767,0.4817600973606146,0.5513082832585381,3,4,2,0,18,0,0.8333333333333334,Активный,Ростов-на-Дону,Южный,Хобби и отдых,Спорт и отдых,Сноуборды,5.0,129,9.1,5.2,30.9,0.75,5.7,75,93,41,0.91
521,767ce2578842ecc5,72.43,72.72,71.73,0.7218883902537968,0.7028650389188915,0.7254779290585939,6,4,7,2,47,0,0.8297872340425532,Спящий,Краснодар,Южный,Хобби и отдых,Коллекционирование,LEGO,4.9,205,54.4,3.4,17.1,0.88,3.1,176,151,110,0.88
522,72076920471a8aff,72.42,73.33,70.3,0.8206663117060928,0.5569927233082326,0.6922713673588397,7,3,3,2,22,0,0.7272727272727273,Новичок,Красноярск,Сибирский,Дети и игрушки,Конструкторы,LEGO,4.7,190,10.1,3.0,19.0,0.87,6.0,207,139,108,0.75
523,2ab9c248d7d715e5,72.41,78.69,57.76,0.5565477548743694,0.5463597525417713,0.6368011713698943,5,1,3,1,13,0,0.9230769230769231,Уходящий,Казань,Приволжский,Недвижимость,"Дома, дачи, коттеджи",Аренда,4.8,130,28.4,4.2,44.2,0.56,4.4,329,96,91,0.99
524,3459b40f3f3f7a55,72.41,77.92,59.56,0.6236936183159656,0.6873988996222204,0.4662407139778403,3,3,5,0,16,0,0.9375,Премиум,Челябинск,Уральский,Хобби и отдых,Винтажная одежда,Carhartt,5.0,179,10.7,4.7,31.2,0.7,4.3,140,132,114,0.83
525,ed81e231c196c56b,72.41,76.51,62.87,0.8840140970056541,0.47038170938870716,0.4464915950406937,7,2,2,1,31,0,0.8709677419354839,Активный,Челябинск,Уральский,Дом и сад,Кухонная техника,Philips,5.0,426,5.7,3.8,25.3,0.78,1.6,185,320,279,0.67
526,6cf1a01c3b6e3d20,72.41,81.14,52.04,0.4329251286732081,0.43994827717349966,0.717557871250729,2,4,3,2,18,3,1.0,Постоянный клиент,Новосибирск,Сибирский,Электроника,Игровые приставки,Nintendo,5.0,179,47.9,1.2,41.6,0.55,4.2,1466,136,125,0.73
527,78f11afa97716a9d,72.41,73.0,71.06,0.8555487944017648,0.5368119469587485,0.6910448518039602,7,3,1,1,22,3,0.7272727272727273,Активный,Санкт-Петербург,Северо-Западный,Электроника,Аудио,Sony,4.8,126,9.8,8.0,39.3,1.0,3.7,28,94,76,0.84
528,58323ee0687edf10,72.41,81.14,52.04,0.4329251286732081,0.43994827717349966,0.717557871250729,2,4,3,2,18,3,1.0,Постоянный клиент,Новосибирск,Сибирский,Электроника,Игровые приставки,Nintendo,5.0,179,47.9,1.2,41.6,0.55,4.2,1466,136,125,0.73
529,7ecbb3abe70a6037,72.41,77.12,61.43,0.42390152379503565,0.6079961207880125,0.8743071930224893,3,1,4,3,15,3,1.0,Новичок,Уфа,Приволжский,Авто,Запчасти,Hyundai/Kia,5.0,75,27.4,3.7,39.8,0.69,5.7,78,58,45,0.94
530,d1ca9407943c0665,72.4,78.56,58.04,0.4881874191830836,0.7013234958545675,0.5823552901802692,3,6,4,1,18,0,0.8333333333333334,Спящий,Воронеж,Центральный,Электроника,Смартфоны и телефоны,Realme,5.0,309,102.5,5.5,5.0,0.76,4.3,825,230,119,0.78
531,6bb75130e05b12a5,72.39,76.29,63.28,0.7555918967571817,0.4898620724626658,0.6121276083263609,7,0,3,3,16,0,0.9375,Постоянный клиент,Казань,Приволжский,Авто,Запчасти,Hyundai/Kia,5.0,112,9.4,5.8,24.2,0.52,3.4,89,84,63,0.58
532,c30d6607c9eda3c9,72.39,76.61,62.55,0.6246291929717807,0.6157760959407722,0.6362547856291676,4,3,5,2,18,0,0.9444444444444444,Спящий,Казань,Приволжский,Электроника,Игровые приставки,Nintendo,5.0,316,31.5,3.4,38.4,0.55,5.6,202,236,170,0.65
533,0ed0db4b956734e5,72.38,75.1,66.03,0.7422377728759414,0.5041606450140717,0.7071372429705128,5,5,3,1,20,4,0.85,Спящий,Нижний Новгород,Приволжский,Авто,Автомобили,Kia,4.8,175,19.6,5.8,34.9,0.53,3.8,58,130,71,0.84
534,4084f970cf40f772,72.38,76.47,62.83,0.5740752009330392,0.7304264597753606,0.5983266144367536,5,2,4,0,21,0,0.9523809523809523,Постоянный клиент,Санкт-Петербург,Северо-Западный,Хобби и отдых,Спорт и отдых,Палатки,4.7,102,33.6,8.9,33.7,0.66,10.2,380,76,58,0.96
535,d32444fb8ce5c6e5,72.38,76.81,62.04,0.697860094825182,0.5369868918130879,0.6005457518825588,5,1,4,1,38,0,0.7894736842105263,Уходящий,Воронеж,Центральный,Дети и игрушки,Коляски,Anex,5.0,130,12.1,0.3,5.0,1.0,1.3,126,95,45,0.99
536,2ec482f2397f5c26,72.37,78.35,58.42,0.5666413123399509,0.5144944347252859,0.6771975862680967,3,2,1,1,15,3,0.9333333333333333,Постоянный клиент,Москва,Центральный,Хобби и отдых,Коллекционирование,Карточки,4.9,81,7.2,6.9,10.0,0.96,7.4,227,61,52,0.82
537,a27b3985036656e1,72.36,80.09,54.33,0.5925077964554651,0.6092568646839582,0.4118569508886692,3,3,4,0,15,0,1.0,Премиум,Красноярск,Сибирский,Электроника,Аудио,Sennheiser,4.8,383,4.5,2.3,42.5,0.85,2.5,43,287,126,0.85
538,b5e725a03b38a1eb,72.35,74.8,66.63,0.681775309956644,0.5564856367739155,0.7555798534519916,4,5,5,3,21,0,0.8571428571428571,Новичок,Омск,Сибирский,Авто,Шины и диски,Nokian,4.8,270,14.1,1.8,26.6,0.65,4.6,205,202,112,0.81
539,71ff963db6492541,72.35,78.34,58.39,0.707687431860247,0.4226363428919146,0.579990365355848,5,5,2,0,17,0,0.8235294117647058,Премиум,Краснодар,Южный,Хобби и отдых,Винтажная одежда,Levi's,4.5,243,8.2,3.2,77.1,0.63,7.8,71,182,152,0.97
540,7d88d51d6292cc08,72.35,74.8,66.63,0.681775309956644,0.5564856367739155,0.7555798534519916,4,5,5,3,21,0,0.8571428571428571,Новичок,Омск,Сибирский,Авто,Шины и диски,Nokian,4.8,270,14.1,1.8,26.6,0.65,4.6,205,202,112,0.81
541,119b373cb0260e92,72.34,77.81,59.59,0.7158134935726783,0.5741969017012754,0.4576177074617784,5,2,4,0,17,0,0.8235294117647058,Постоянный клиент,Владивосток,Дальневосточный,Одежда и обувь,Аксессуары,Сумки,4.9,91,15.9,2.2,67.9,0.44,8.0,728,69,37,0.75
542,e19c1df0dcbf6a88,72.34,72.56,71.83,0.69609796911843,0.7001083897467102,0.7661329580892979,5,2,4,2,20,3,0.95,Спящий,Екатеринбург,Уральский,Авто,Шины и диски,Continental,,136,7.7,4.7,40.8,0.78,1.4,140,101,90,0.99
543,3a4cf0697c2214c1,72.34,79.38,55.91,0.5077127861869628,0.5342986993230394,0.6523256256180118,3,1,2,1,11,0,1.0,Спящий,Красноярск,Сибирский,Недвижимость,"Дома, дачи, коттеджи",Аренда,5.0,96,11.9,4.8,56.5,0.8,10.1,59,71,63,0.99
544,1a8e9e46c9db03f2,72.34,72.56,71.83,0.69609796911843,0.7001083897467102,0.7661329580892979,5,2,4,2,20,3,0.95,Спящий,Екатеринбург,Уральский,Авто,Шины и диски,Continental,,136,7.7,4.7,40.8,0.78,1.4,140,101,90,0.99
545,6a1a2fd06ec4531b,72.32,76.81,61.85,0.7036053852589945,0.3902037220151619,0.7334353844983648,8,0,2,3,19,0,0.7368421052631579,Активный,Нижний Новгород,Приволжский,Электроника,Игровые приставки,Sony,4.8,135,11.3,4.8,21.1,0.39,6.6,277,100,45,0.75
546,4943c6bb7942d0e7,72.32,75.83,64.12,0.541768717831698,0.8016169721863036,0.6134853325219949,3,5,5,2,29,0,0.896551724137931,Новичок,Омск,Сибирский,Услуги,Обучение,Программирование,4.6,489,7.9,7.2,5.0,0.92,3.0,265,368,163,0.7
547,e7b504cb8060b937,72.32,76.81,61.85,0.7036053852589945,0.3902037220151619,0.7334353844983648,8,0,2,3,19,0,0.7368421052631579,Активный,Нижний Новгород,Приволжский,Электроника,Игровые приставки,Sony,4.8,135,11.3,4.8,21.1,0.39,6.6,277,100,45,0.75
548,e8a29114f9dc14c0,72.31,74.62,66.91,0.7977814964123628,0.45481415278517284,0.7118461752998149,5,3,1,2,35,0,0.9142857142857143,Уходящий,Красноярск,Сибирский,Услуги,Обучение,Программирование,4.9,256,8.1,12.0,5.0,0.64,1.6,773,192,102,0.99
549,b94b08947b2c65c0,72.3,71.15,74.99,0.8414543241804215,0.7648386197104536,0.6130118404705762,5,3,4,1,20,3,0.95,Активный,Уфа,Приволжский,Авто,Запчасти,Mercedes-Benz,5.0,149,3.1,6.6,44.2,0.91,2.6,52,112,87,0.78
550,6e10f2a551449786,72.3,77.54,60.07,0.6602292031135114,0.4939504576455972,0.6282085900458912,7,0,4,1,40,0,0.75,Уходящий,Самара,Приволжский,Дом и сад,Инструменты,Bosch,4.9,296,23.5,2.7,6.4,0.6,2.1,139,223,179,0.96
551,d24ce904499b70d1,72.28,76.72,61.93,0.46106843132780606,0.6818310894754189,0.767752465708273,3,3,8,2,31,0,0.8064516129032258,Новичок,Казань,Приволжский,Электроника,Игровые приставки,Nintendo,4.6,397,18.9,1.9,41.0,0.95,3.3,92,299,272,0.96
552,0ceb59f8a65a50e0,72.24,74.52,66.93,0.6882051672117846,0.7145235922010091,0.5987120002028347,5,4,4,0,20,0,0.85,Постоянный клиент,Челябинск,Уральский,Хобби и отдых,Винтажная одежда,Carhartt,4.5,232,10.6,9.0,33.7,0.72,6.0,108,171,138,0.99
553,edc328733a0cb9ef,72.24,76.63,61.98,0.7452067645343678,0.4748941456859613,0.5976147917142061,8,0,2,1,45,0,0.8444444444444444,Активный,Пермь,Приволжский,Электроника,Аудио,Sony,5.0,211,14.0,2.7,46.4,0.89,2.7,55,159,67,0.85
554,44b7899b630e8680,72.24,76.16,63.08,0.8000380314900738,0.5295644126670216,0.5062910423163712,8,2,3,1,20,0,0.75,Новичок,Москва,Центральный,Недвижимость,Квартиры,Аренда,4.9,220,20.1,10.2,30.7,0.52,3.7,39,164,118,0.57
555,cd69baef8033a38d,72.24,78.05,58.69,0.7439136938718593,0.46987842600339746,0.4944271189878553,7,1,0,0,19,0,0.6842105263157895,Активный,Казань,Приволжский,Недвижимость,Квартиры,Новостройка,4.9,118,15.4,8.5,39.4,0.82,2.9,94,89,63,0.9
556,f2199da54c8b0ba6,72.23,77.84,59.14,0.845653000684567,0.3834886285844679,0.460249486574884,6,3,0,0,38,0,0.6578947368421053,Активный,Екатеринбург,Уральский,Одежда и обувь,Аксессуары,Часы,4.9,345,10.8,1.9,19.9,1.0,1.3,1669,257,194,0.98
557,52a0b1e6aa90ed40,72.23,79.91,54.3,0.6294313024517634,0.4605397936157805,0.5100555259755077,5,4,2,0,19,0,0.8947368421052632,Спящий,Новосибирск,Сибирский,Услуги,Ремонт,Телефонов,4.7,253,36.5,2.7,38.6,0.8,4.8,170,190,132,0.85
558,6908ad40fed5d2c6,72.22,76.79,61.54,0.7567683375167973,0.39218833193884534,0.650244669252808,7,1,2,1,44,4,0.8409090909090909,Спящий,Казань,Приволжский,Авто,Автомобили,Hyundai,5.0,249,18.7,4.4,11.8,0.68,1.1,58,184,122,0.93
559,f923c4b2b0f1644b,72.21,75.19,65.25,0.6913668517532517,0.6834892624426359,0.5697072842980655,5,1,5,1,28,0,0.8928571428571429,Постоянный клиент,Ростов-на-Дону,Южный,Дети и игрушки,Конструкторы,Technic,5.0,499,13.4,9.8,28.4,0.49,4.2,159,376,250,0.74
560,6e0c79327b2214e3,72.21,79.76,54.61,0.6728531223853351,0.42348127582972034,0.49974138586749833,5,2,3,0,14,0,0.8571428571428571,Активный,Владивосток,Дальневосточный,Недвижимость,Коммерческая,Торговые площади,5.0,130,30.0,1.6,55.2,0.62,4.7,65,98,55,0.93
561,e40fb53b56ccb90c,72.19,73.57,68.97,0.7882000963464415,0.5940772292791765,0.6539711214218706,5,4,3,2,19,0,0.8421052631578947,Премиум,Красноярск,Сибирский,Услуги,Обучение,Программирование,5.0,227,19.8,2.9,47.8,1.0,3.4,25,169,94,0.77
562,eaf73060590db7b1,72.19,78.2,58.18,0.6822747901929465,0.37109860297659797,0.658591947465835,6,0,2,1,17,0,0.7058823529411765,Активный,Краснодар,Южный,Хобби и отдых,Музыкальные инструменты,Гитары,4.9,134,12.0,3.1,15.9,0.72,3.0,67,102,88,0.99
563,a94d6e8e9e730452,72.18,78.91,56.47,0.8181004538424483,0.282944144418245,0.5086508962754495,6,2,0,0,29,0,0.8620689655172413,Активный,Уфа,Приволжский,Услуги,Обучение,Английский,4.9,380,7.2,2.7,39.4,0.74,8.0,35,284,188,0.8
564,f88094dbfd128387,72.18,78.91,56.47,0.8181004538424483,0.282944144418245,0.5086508962754495,6,2,0,0,29,0,0.8620689655172413,Активный,Уфа,Приволжский,Услуги,Обучение,Английский,4.9,380,7.2,2.7,39.4,0.74,8.0,35,284,188,0.8
565,b66cc9e443001361,72.17,77.93,58.73,0.6339849395299308,0.4062942116072108,0.7059297431606704,5,0,3,2,16,0,0.8125,Новичок,Москва,Центральный,Услуги,Доставка,Переезды,5.0,104,15.4,2.8,36.8,0.37,2.1,106,75,63,0.99
566,219dc5b9fb0c268d,72.17,76.95,61.0,0.6818488375041201,0.5495233386577418,0.5746209528155979,4,4,4,1,19,0,0.9473684210526315,Активный,Новосибирск,Сибирский,Электроника,Смартфоны и телефоны,Realme,,247,4.3,0.4,62.3,0.66,2.7,407,184,100,0.83
567,463e2a2a04d4791e,72.17,76.95,61.0,0.6818488375041201,0.5495233386577418,0.5746209528155979,4,4,4,1,19,0,0.9473684210526315,Активный,Новосибирск,Сибирский,Электроника,Смартфоны и телефоны,Realme,,247,4.3,0.4,62.3,0.66,2.7,407,184,100,0.83
568,4558a01ee0342b75,72.16,73.11,69.93,0.7830379554270936,0.6397980527877083,0.6471736264293502,7,4,4,2,23,0,0.8695652173913043,Активный,Санкт-Петербург,Северо-Западный,Авто,Запчасти,BMW,5.0,508,53.8,10.2,10.0,0.66,3.9,64,384,305,0.72
569,7fc1fff851332fda,72.16,76.44,62.19,0.6724271696965087,0.45476597956441267,0.7217254887046474,4,6,2,2,20,0,0.75,Постоянный клиент,Челябинск,Уральский,Услуги,Доставка,Грузчики,,112,10.0,2.9,20.3,0.74,4.2,1250,83,45,0.84
570,564b72aab48fdb43,72.16,80.91,51.76,0.754372353642149,0.33513729367916634,0.3845173803909637,4,6,1,0,18,0,0.8333333333333334,Новичок,Самара,Приволжский,Одежда и обувь,Одежда,Платья,4.9,203,3.8,3.4,21.2,0.72,2.6,119,152,113,0.75
571,4f97006061159b6b,72.15,71.64,73.35,0.7817296721685556,0.5977897365685455,0.8049662787454679,7,4,2,2,21,0,0.8095238095238095,Постоянный клиент,Ростов-на-Дону,Южный,Услуги,Обучение,Программирование,4.5,391,10.2,6.9,34.0,0.9,8.5,149,292,197,0.92
572,7fef95a95ab30ba7,72.15,76.57,61.82,0.7098324079004082,0.6660860525848736,0.4480813113257778,4,4,3,0,17,3,0.9411764705882353,Спящий,Москва,Центральный,Дети и игрушки,Игрушки,Машинки,4.8,127,6.3,6.3,17.9,0.8,4.5,1365,93,77,0.56
573,c21cf9714c32d1af,72.14,80.71,52.13,0.5455465125123603,0.24756027991176693,0.76282992317639,4,3,1,2,36,0,0.9166666666666666,Постоянный клиент,Казань,Приволжский,Услуги,Обучение,Программирование,4.8,194,42.2,1.7,22.7,0.58,5.8,391,144,69,0.86
574,f28ccaced565c078,72.14,72.94,70.26,0.6454019928500799,0.7414093202505008,0.7400604700692174,5,0,3,2,15,0,0.8,Активный,Пермь,Приволжский,Услуги,Ремонт,Квартир,4.9,82,7.0,14.7,41.6,0.77,4.6,966,64,60,0.93
575,d62cb5f48522dfb2,72.13,79.24,55.53,0.6562029360310337,0.4808834715144139,0.4950742881772774,3,4,2,1,16,0,1.0,Спящий,Самара,Приволжский,Авто,Запчасти,VAG,5.0,148,7.6,3.0,22.7,0.87,2.8,257,111,88,0.73
576,c8d7b9cba5fd8be9,72.12,76.39,62.16,0.6382444664181943,0.6481675160366116,0.572921579067468,7,0,3,0,17,0,0.8235294117647058,Новичок,Казань,Приволжский,Хобби и отдых,Винтажная одежда,Nike,4.9,131,25.2,8.7,8.2,0.72,5.0,1206,98,78,0.99
