rank,user_id,pro_score,pro_score_raw,user_segment_marketing,user_city,user_region,ad_category_1,ad_category_2,ad_category_3,total_ads_last_12m,avg_ad_lifetime_days,questions_per_ad_avg,rating_seller,reviews_count,response_time_minutes,total_deals_last_12m,deal_success_rate,contacts_per_ad_avg,followers_count,avg_views_per_day,score_total_ads_last_12m,score_avg_ad_lifetime_days,score_questions_per_ad_avg,score_rating_seller,score_reviews_count,score_response_time_minutes,score_total_deals_last_12m,score_deal_success_rate,score_contacts_per_ad_avg
451,3147aab6e30fee5d,77.98,0.7797660104776144,Премиум,Казань,Приволжский,Электроника,Аудио,Apple,277,3.1,2.6,4.9,367,76.4,171,0.99,10.1,141,120,0.9853959078116681,0.7830175949913645,0.5746811693415481,0.7600917552139637,0.9851930731979412,0.07790832049306626,0.9802996881417814,0.959344337111128,0.9012322202783906
452,795c9573f112a322,77.98,0.7797660104776144,Премиум,Казань,Приволжский,Электроника,Аудио,Apple,277,3.1,2.6,4.9,367,76.4,171,0.99,10.1,141,120,0.9853959078116681,0.7830175949913645,0.5746811693415481,0.7600917552139637,0.9851930731979412,0.07790832049306626,0.9802996881417814,0.959344337111128,0.9012322202783906
453,6fdebb8fd03ea3c5,77.98,0.7797542868545897,Активный,Самара,Приволжский,Электроника,Игровые приставки,Sony,265,4.4,3.5,5.0,350,105.0,135,0.99,6.3,401,67,0.9833422073476838,0.5738746761658031,0.7265028777160822,0.9109605294381311,0.9831013412438833,0.03477878054149241,0.9653026038893537,0.959344337111128,0.5391217261225628
454,8ea6d3d6504cfff4,77.96,0.7796065680675299,Активный,Екатеринбург,Уральский,Электроника,Аудио,Sennheiser,68,1.8,6.1,4.9,90,14.6,60,0.86,1.1,135,103,0.7628229507365432,0.9154657815198618,0.9327096168961233,0.7600917552139637,0.757637990923151,0.7436165529385869,0.8420932532136609,0.6318932075758729,0.06309424203240283
455,c696668b48958df8,77.95,0.7795251372591422,Постоянный клиент,Челябинск,Уральский,Услуги,Ремонт,Бытовой техники,280,3.5,4.5,4.9,379,38.5,260,0.74,6.6,246,32,0.9858142542024797,0.7232836787564767,0.8369336477269846,0.7600917552139637,0.9861818919398595,0.28831443979749066,0.9945868512461652,0.25544484166222964,0.5766714839887427
456,75118254897be39f,77.94,0.7793615312014687,Спящий,Красноярск,Сибирский,Дом и сад,Мебель,Кровати,80,2.4,5.9,5.0,104,38.0,52,0.77,8.3,72,89,0.8129864861438605,0.8642864853195165,0.9252807991683781,0.9109605294381311,0.8051393220253036,0.2937073519700638,0.8043279835703963,0.3420932532136609,0.7673106665652494
457,813a94da92443e03,77.94,0.7793615312014687,Спящий,Красноярск,Сибирский,Дом и сад,Мебель,Кровати,80,2.4,5.9,5.0,104,38.0,52,0.77,8.3,72,89,0.8129864861438605,0.8642864853195165,0.9252807991683781,0.9109605294381311,0.8051393220253036,0.2937073519700638,0.8043279835703963,0.3420932532136609,0.7673106665652494
458,b66cc9e443001361,77.93,0.7792619900617405,Новичок,Москва,Центральный,Услуги,Доставка,Переезды,75,2.6,2.1,5.0,104,15.4,63,0.99,13.5,106,150,0.7952511346061205,0.8429943868739206,0.466823863492305,0.9109605294381311,0.8051393220253036,0.7215633942328857,0.8535027002357952,0.959344337111128,0.9912020486295986
459,293df7c1763360cb,77.93,0.7793407108159968,Уходящий,Самара,Приволжский,Дом и сад,Кухонная техника,DeLonghi,122,7.2,4.0,5.0,168,8.2,73,0.98,7.7,141,89,0.9078496995512284,0.13888439119170984,0.7886336553332827,0.9109605294381311,0.9125782814837352,0.9137821923838872,0.8851956086306129,0.9119444233158388,0.7055221723587131
460,3459b40f3f3f7a55,77.92,0.7791754764962198,Премиум,Челябинск,Уральский,Хобби и отдых,Винтажная одежда,Carhartt,132,6.8,4.3,5.0,179,10.7,114,0.83,10.1,140,19,0.919905681904617,0.18365446891191708,0.8194518394564032,0.9109605294381311,0.9226059176998554,0.8516536429672023,0.949443472528587,0.5346720417839305,0.9012322202783906
461,06dcfd902bd38efb,77.92,0.7791555828267143,Активный,Воронеж,Центральный,Электроника,Ноутбуки,Apple,182,1.5,6.1,4.8,240,33.4,141,0.66,4.6,13,118,0.9586851246165158,0.9346259715025906,0.9327096168961233,0.6232499274922878,0.9573159909738597,0.351007043803654,0.9685352805456251,0.09227707208235085,0.33174868791359247
462,ab900f395fb0d24f,77.91,0.7791070940139322,Активный,Санкт-Петербург,Северо-Западный,Авто,Шины и диски,Nokian,224,3.1,5.8,,297,55.5,122,0.82,12.7,174,48,0.974632996120788,0.7830175949913645,0.920780406176314,0.5,0.9741639410765447,0.15639445300462249,0.9564919753555944,0.5016733855632464,0.9826956720164296
463,cc8f952d564483e0,77.91,0.7791188885014491,Новичок,Москва,Центральный,Одежда и обувь,Обувь,Adidas,142,2.4,4.1,4.8,192,35.8,104,0.88,6.4,90,200,0.9307066250855709,0.8642864853195165,0.7990923151035724,0.6232499274922878,0.9321011130549428,0.3192686550737398,0.9385918206942014,0.6937324104358409,0.5514185745797521
464,d2241a8819feba06,77.91,0.7791489117883996,Активный,Владивосток,Дальневосточный,Авто,Шины и диски,Michelin,155,4.5,4.4,5.0,208,,66,0.83,4.9,89,71,0.9418244973504729,0.5553621545768567,0.8286554600542583,0.9109605294381311,0.9423569382115058,0.5,0.8646966354808449,0.5346720417839305,0.3672320681524302
465,d0052c0ec878c649,77.9,0.7789964235029414,Постоянный клиент,Ростов-на-Дону,Южный,Услуги,Ремонт,Бытовой техники,175,3.9,5.8,4.7,234,11.1,155,0.74,6.8,273,1147,0.9549707157526431,0.6596907383419689,0.920780406176314,0.46923036359321857,0.9551989046930859,0.8401386748844376,0.9743921300169874,0.25544484166222964,0.6002129763444132
466,fe0ecc11128206cb,77.9,0.7789964235029414,Постоянный клиент,Ростов-на-Дону,Южный,Услуги,Ремонт,Бытовой техники,175,3.9,5.8,4.7,234,11.1,155,0.74,6.8,273,1147,0.9549707157526431,0.6596907383419689,0.920780406176314,0.46923036359321857,0.9551989046930859,0.8401386748844376,0.9743921300169874,0.25544484166222964,0.6002129763444132
467,a69cbb5081012ba1,77.9,0.779045087127289,Уходящий,Воронеж,Центральный,Авто,Запчасти,Hyundai/Kia,197,3.2,3.8,4.6,263,7.7,109,0.99,3.2,255,694,0.964909611825258,0.7693221070811744,0.7657133439821505,0.3186120705565956,0.9647828401916787,0.925173343605547,0.9442078040617632,0.959344337111128,0.19212241068938415
468,9bec3688ea613b47,77.9,0.7790078394091293,Активный,Ростов-на-Дону,Южный,Услуги,Доставка,Курьер,87,1.2,3.2,5.0,115,36.7,60,0.92,6.3,109,173,0.8352856164904541,0.9504938471502591,0.682246900433559,0.9109605294381311,0.8323064831013413,0.3086066475896984,0.8420932532136609,0.8003093227859335,0.5391217261225628
469,8db7522658c3402a,77.89,0.7789111477633303,Постоянный клиент,Самара,Приволжский,Авто,Запчасти,Toyota,111,4.7,3.9,5.0,149,13.9,100,0.82,5.8,112,364,0.890190410993636,0.5169068436960277,0.7778580664790447,0.9109605294381311,0.8908115919981745,0.7622716266784063,0.9337491442914734,0.5016733855632464,0.4760401612535179
470,7b2b8a2b37ca8372,77.88,0.7787611307972766,Активный,Ростов-на-Дону,Южный,Одежда и обувь,Обувь,Puma,169,1.3,0.7,5.0,229,3.9,112,0.93,7.3,148,236,0.9515732359727187,0.9454879101899827,0.07089069749752795,0.9109605294381311,0.952917015288659,0.9887876953554919,0.9474911893714663,0.8231282168302021,0.659136431632058
471,e61884b9e166c050,77.86,0.7786309629671996,Активный,Уфа,Приволжский,Услуги,Доставка,Грузчики,254,2.0,4.1,4.8,336,122.9,135,0.9,6.0,53,263,0.9815547273142162,0.9005019430051814,0.7990923151035724,0.6232499274922878,0.9811110265966887,0.021791767554479417,0.9653026038893537,0.7500316929083948,0.5018381886868994
472,4254cddd1625bcb4,77.86,0.7786058612048093,Постоянный клиент,Санкт-Петербург,Северо-Западный,Дети и игрушки,Игрушки,Интерактивные,90,1.9,3.6,4.8,130,13.1,51,0.82,10.0,100,83,0.8439187647372024,0.9085168393782384,0.7398012220785477,0.6232499274922878,0.8610329352704039,0.784586176535329,0.7987753860196243,0.5016733855632464,0.8955274967673233
473,4ae7cf7634c45450,77.86,0.7785587179515553,Активный,Казань,Приволжский,Электроника,Аудио,JBL,91,0.5,2.9,4.8,124,16.7,68,0.87,10.3,127,146,0.8466570320225146,0.987626835060449,0.6331736010750234,0.6232499274922878,0.8506123069901879,0.6862755888179617,0.8712380517735352,0.6636495017874801,0.9115007225983114
474,17b845be9e1c861d,77.86,0.7786309629671996,Активный,Уфа,Приволжский,Услуги,Доставка,Грузчики,254,2.0,4.1,4.8,336,122.9,135,0.9,6.0,53,263,0.9815547273142162,0.9005019430051814,0.7990923151035724,0.6232499274922878,0.9811110265966887,0.021791767554479417,0.9653026038893537,0.7500316929083948,0.5018381886868994
475,975cfed68a524a62,77.85,0.7784663455090273,Постоянный клиент,Москва,Центральный,Электроника,Игровые приставки,Nintendo,97,2.2,3.2,4.7,132,4.8,69,0.9,8.1,510,189,0.86136254151771,0.8837840025906736,0.682246900433559,0.46923036359321857,0.864658603990771,0.9791162227602905,0.8741411221825004,0.7500316929083948,0.7474835830734515
476,5fff193bd312fe4f,77.84,0.7783875923936581,Активный,Пермь,Приволжский,Недвижимость,Квартиры,Вторичка,341,6.3,12.6,5.0,452,14.8,260,0.69,1.9,2213,14,0.9915950406936944,0.25067465457685667,0.9985421262138384,0.9109605294381311,0.9913795289166096,0.7380172793308386,0.9945868512461652,0.14081793057985345,0.09997211024061256
477,f2199da54c8b0ba6,77.84,0.7783633861868443,Активный,Екатеринбург,Уральский,Одежда и обувь,Аксессуары,Часы,257,2.9,1.3,4.9,345,10.8,194,0.98,7.6,1669,272,0.9821885854821125,0.807939335060449,0.25261783423341194,0.7600917552139637,0.9824801602393448,0.849025974025974,0.9860044116528486,0.9119444233158388,0.6942141426434421
478,8834461b2701d676,77.83,0.7783132436068497,Премиум,Омск,Сибирский,Недвижимость,Коммерческая,Торговые площади,136,4.4,2.8,4.8,184,9.9,79,0.96,13.5,109,65,0.9248370984508506,0.5738746761658031,0.615007225983114,0.6232499274922878,0.9262822950736543,0.8723310587717368,0.8993560001014173,0.8820770264445628,0.9912020486295986
479,4f184b1970f09d93,77.83,0.7783181751205916,Уходящий,Челябинск,Уральский,Авто,Автомобили,Lada,224,1.6,1.3,4.9,299,11.1,151,0.99,4.6,81,221,0.974632996120788,0.928270725388601,0.25261783423341194,0.7600917552139637,0.9747597677543672,0.8401386748844376,0.9730103192109734,0.959344337111128,0.33174868791359247
480,b8af2c02b995b4ae,77.83,0.7783414104400094,Постоянный клиент,Москва,Центральный,Электроника,Ноутбуки,ASUS,128,6.6,3.0,5.0,175,8.5,87,0.97,11.6,429,197,0.9153038716056895,0.20956120466321243,0.6504018660784463,0.9109605294381311,0.9187774143657615,0.9064494827206692,0.9151770999721103,0.8974290712710123,0.9620318957430085
481,0515e52358dd5f57,77.83,0.7782533392116022,Постоянный клиент,Ростов-на-Дону,Южный,Дети и игрушки,Конструкторы,LEGO,79,2.6,7.3,4.8,103,2.0,64,0.7,5.4,305,84,0.8095636520372201,0.8429943868739206,0.9646053599046678,0.6232499274922878,0.8023249917598438,0.9991745542593,0.8572931720798154,0.16031540782434522,0.4286148931315129
482,119b373cb0260e92,77.81,0.7780909561806045,Постоянный клиент,Владивосток,Дальневосточный,Одежда и обувь,Аксессуары,Сумки,69,2.3,8.0,4.9,91,15.9,37,0.75,9.1,728,930,0.7681220050201567,0.8743388385146805,0.9759387439466545,0.7600917552139637,0.7613650769503816,0.7077922077922078,0.6916787099718567,0.283017671965721,0.835120813366801
483,b6712506e4804e09,77.79,0.7779203411388498,Постоянный клиент,Екатеринбург,Уральский,Недвижимость,Квартиры,Вторичка,249,0.5,2.6,4.7,333,16.1,144,0.99,0.0,56,79,0.9804518141020765,0.987626835060449,0.5746811693415481,0.46923036359321857,0.9805278770822241,0.7023305084745762,0.9702466975989452,0.959344337111128,0.015770391217261225
484,189ebb2cc099cae9,77.78,0.7777803579544612,Активный,Москва,Центральный,Хобби и отдых,Коллекционирование,LEGO,187,2.4,9.0,4.9,248,42.0,100,0.54,3.2,545,76,0.9608655967140792,0.8642864853195165,0.9861692147765017,0.7600917552139637,0.9601049669126036,0.25165089148139996,0.9337491442914734,0.01101645495803859,0.19212241068938415
485,565f9998f8d9e3f5,77.77,0.7776578423562617,Активный,Омск,Сибирский,Электроника,Аудио,JBL,257,6.4,6.6,5.0,340,35.8,192,0.88,5.5,162,228,0.9821885854821125,0.23634499136442141,0.9479095357622779,0.9109605294381311,0.9816941761111534,0.3192686550737398,0.9856874825689004,0.6937324104358409,0.44065819832154357
486,0ffcf3c4d1ad39d0,77.77,0.7776755421577028,Постоянный клиент,Нижний Новгород,Приволжский,Недвижимость,Квартиры,Новостройка,399,6.7,3.1,5.0,533,12.5,220,0.99,4.1,65,17,0.997565984635278,0.19629749568221072,0.6663877690727923,0.9109605294381311,0.9986688978474176,0.8009437596302003,0.9902385842143961,0.959344337111128,0.27752846023173855
487,9a75723f072aed92,77.77,0.7776578423562617,Активный,Омск,Сибирский,Электроника,Аудио,JBL,257,6.4,6.6,5.0,340,35.8,192,0.88,5.5,162,228,0.9821885854821125,0.23634499136442141,0.9479095357622779,0.9109605294381311,0.9816941761111534,0.3192686550737398,0.9856874825689004,0.6937324104358409,0.44065819832154357
488,0f8dc9e345e08490,77.76,0.7775558834077633,Премиум,Омск,Сибирский,Услуги,Обучение,Английский,174,0.5,4.7,4.7,232,34.7,105,0.76,8.5,186,95,0.954488983545042,0.987626835060449,0.8537562435029538,0.46923036359321857,0.9542988260946731,0.3338102575390711,0.9398595370299941,0.31170609264470983,0.7852488527167161
489,5a70dd4d85d32d3e,77.74,0.7773981432248109,Премиум,Нижний Новгород,Приволжский,Электроника,Игровые приставки,Nintendo,127,2.6,6.0,4.7,171,17.4,66,0.83,5.0,101,291,0.9139854466164651,0.8429943868739206,0.9291600111559037,0.46923036359321857,0.91487284805152,0.6679919656614571,0.8646966354808449,0.5346720417839305,0.37949088511954565
490,0338af073e78ebf9,77.73,0.7772921079555035,Постоянный клиент,Москва,Центральный,Хобби и отдых,Музыкальные инструменты,Синтезаторы,69,1.7,3.1,5.0,91,12.8,58,0.93,3.1,122,91,0.7681220050201567,0.9219694516407599,0.6663877690727923,0.9109605294381311,0.7613650769503816,0.7925379705040722,0.8338911285210822,0.8231282168302021,0.18381886868994193
491,b84cddc330603d39,77.72,0.7772297092961273,Новичок,Красноярск,Сибирский,Электроника,Игровые приставки,Sony,154,2.3,3.2,5.0,204,30.1,92,0.78,3.7,77,34,0.9409878045688497,0.8743388385146805,0.682246900433559,0.9109605294381311,0.9400496944803631,0.4007951793968743,0.9231130042341725,0.373355138054309,0.23831799396567024
492,653ebdfd404e5460,77.72,0.7771750471914077,Активный,Ростов-на-Дону,Южный,Недвижимость,Квартиры,Вторичка,255,3.9,2.9,5.0,341,51.5,174,0.93,5.9,159,29,0.9816941761111534,0.6596907383419689,0.6331736010750234,0.9109605294381311,0.9818716563981643,0.17836506713625358,0.9811870895768363,0.8231282168302021,0.4890849623488248
493,35f694c55fd2ba4d,77.71,0.7770542739050227,Премиум,Самара,Приволжский,Электроника,Игровые приставки,Sony,120,0.7,3.2,4.9,161,,95,0.7,9.0,233,454,0.904794503181968,0.9708549222797928,0.682246900433559,0.7600917552139637,0.9057706447605284,0.5,0.9276767830430263,0.16031540782434522,0.8269820744910119
494,19672b076542be0c,77.7,0.7770312481934069,Постоянный клиент,Казань,Приволжский,Хобби и отдых,Винтажная одежда,Adidas,79,6.0,5.2,5.0,107,6.4,55,0.94,6.9,282,34,0.8095636520372201,0.29382556131260795,0.8890114348013488,0.9109605294381311,0.8123019193225324,0.9530458947831829,0.8204660125250374,0.8447301031921097,0.6114956517329683
495,cd97fdd8717d9197,77.7,0.7770176431671738,Спящий,Ростов-на-Дону,Южный,Дети и игрушки,Игрушки,Куклы,203,1.1,2.5,5.0,271,,92,0.6,7.0,159,38,0.9675718161304226,0.9552029360967185,0.5541568418650643,0.9109605294381311,0.9674830759869172,0.5,0.9231130042341725,0.0341903095763292,0.6234248624527776
496,d0fee05450e8a56c,77.68,0.7768080679895972,Активный,Владивосток,Дальневосточный,Одежда и обувь,Аксессуары,Очки,126,3.5,6.0,4.7,172,5.8,55,0.62,12.7,533,140,0.9127684389341041,0.7232836787564767,0.9291600111559037,0.46923036359321857,0.9159630841003017,0.964299471714726,0.8204660125250374,0.0482112522501965,0.9826956720164296
497,73059ed30d63b01a,77.67,0.77667903460786,Постоянный клиент,Красноярск,Сибирский,Авто,Автомобили,Lada,165,4.5,9.8,4.6,224,16.2,132,0.85,10.8,203,109,0.9488222915240486,0.5553621545768567,0.9920133870845059,0.3186120705565956,0.9505844172308004,0.6993451463790447,0.9636292183261074,0.5995664410131589,0.9349788291371922
498,be451bb3094be109,77.66,0.7765961223359837,Спящий,Нижний Новгород,Приволжский,Недвижимость,Коммерческая,Торговые площади,99,2.8,4.2,5.0,135,50.6,60,0.82,8.8,247,22,0.8655967140792576,0.8204069516407599,0.809411526076925,0.9109605294381311,0.8699069496209528,0.18474851419766675,0.8420932532136609,0.5016733855632464,0.8112750690905403
499,321c0bb04e060a5e,77.65,0.7765291548181861,Премиум,Владивосток,Дальневосточный,Недвижимость,Коммерческая,Офисы,84,3.9,2.9,4.9,116,6.9,74,0.99,6.8,131,77,0.826094673055957,0.6596907383419689,0.6331736010750234,0.7600917552139637,0.8347404984660632,0.9430304864626898,0.8876549783220506,0.959344337111128,0.6002129763444132
500,6f4fbd8856ba11ff,77.65,0.7765289229647381,Новичок,Нижний Новгород,Приволжский,Одежда и обувь,Одежда,Джинсы,102,1.7,1.9,5.0,133,11.9,80,0.99,0.6,181,74,0.8722902563322431,0.9219694516407599,0.4181562333612231,0.9109605294381311,0.8664334068608808,0.8177003081664098,0.9017393068127076,0.959344337111128,0.045865977028979994
501,84001721e3694b6d,77.64,0.7763602120423354,Премиум,Челябинск,Уральский,Авто,Автомобили,Hyundai,120,3.1,7.3,5.0,159,118.9,101,0.7,7.1,126,46,0.904794503181968,0.7830175949913645,0.9646053599046678,0.9109605294381311,0.9034760781927436,0.0237178076161127,0.9351563094242032,0.16031540782434522,0.6353794274993028
502,3630ec9ac1176cf3,77.64,0.7763923008596133,Новичок,Челябинск,Уральский,Авто,Автомобили,Hyundai,126,1.1,3.4,4.7,171,,82,0.94,7.7,1633,62,0.9127684389341041,0.9552029360967185,0.7124312263887832,0.46923036359321857,0.91487284805152,0.5,0.9058086762506021,0.8447301031921097,0.7055221723587131
503,69a6980d2efc70a4,77.63,0.7763041696313735,Новичок,Владивосток,Дальневосточный,Дом и сад,Инструменты,Metabo,53,1.7,8.7,4.8,75,16.9,32,0.96,15.4,121,278,0.6712177683121625,0.9219694516407599,0.9840521284957278,0.6232499274922878,0.6924520169366902,0.6811715826546335,0.6382064349281205,0.8820770264445628,0.9985167718871225
504,67f782134e61191d,77.63,0.7763441782140132,Премиум,Ростов-на-Дону,Южный,Услуги,Обучение,Программирование,96,2.7,6.3,4.5,128,7.4,57,0.94,8.8,92,27,0.8587637230293349,0.8323078583765112,0.9385537892041277,0.19302871305402483,0.8576608098171953,0.9318869689632402,0.8295175071625973,0.8447301031921097,0.8112750690905403
505,41f99ef3041745a7,77.63,0.7763349340110045,Спящий,Самара,Приволжский,Одежда и обувь,Аксессуары,Часы,77,2.8,3.7,5.0,102,23.5,61,0.8,11.1,766,114,0.8027813696407292,0.8204069516407599,0.7527192515402753,0.9109605294381311,0.7993331812073731,0.5241030156284393,0.8461626226515555,0.4370071752744606,0.9463502446692528
506,a18ca9271d310dce,77.62,0.7762165152365854,Постоянный клиент,Ростов-на-Дону,Южный,Хобби и отдых,Музыкальные инструменты,Ударные,255,0.8,4.4,4.8,338,27.5,223,0.56,4.3,83,163,0.9816941761111534,0.9671982944732297,0.8286554600542583,0.6232499274922878,0.9814279556806369,0.4463460268545014,0.9905935447884181,0.016454958038589287,0.29825562232194924
507,8e01233b75e529e9,77.62,0.7761954582467544,Спящий,Санкт-Петербург,Северо-Западный,Недвижимость,Квартиры,Вторичка,316,0.7,2.6,4.6,418,3.5,244,0.9,3.0,87,148,0.9895159859029944,0.9708549222797928,0.5746811693415481,0.3186120705565956,0.9891737024923303,0.9924058991855602,0.992875434192845,0.7500316929083948,0.17594635024466926
508,e90aebd98a015925,77.62,0.7761619578132638,Спящий,Владивосток,Дальневосточный,Электроника,Смартфоны и телефоны,Apple,199,3.4,2.8,5.0,264,15.0,130,0.76,1.9,62,132,0.9656195329733019,0.7395023747841105,0.615007225983114,0.9109605294381311,0.9651124464389849,0.7327206691613471,0.9623361476635988,0.31170609264470983,0.09997211024061256
509,031f647b954631a6,77.62,0.7761610290153281,Новичок,Ростов-на-Дону,Южный,Авто,Запчасти,Hyundai/Kia,120,,3.4,5.0,161,16.6,79,0.8,11.0,404,153,0.904794503181968,0.5,0.7124312263887832,0.9109605294381311,0.9057706447605284,0.6887106537530266,0.8993560001014173,0.4370071752744606,0.9427879617656754
510,e6a10b0dd54665ed,77.6,0.7759893596454375,Уходящий,Екатеринбург,Уральский,Одежда и обувь,Аксессуары,Очки,377,3.2,4.8,4.6,502,,340,0.82,10.4,183,150,0.993927638751553,0.7693221070811744,0.8617808879085216,0.3186120705565956,0.9938769300981213,0.5,0.9991886615450927,0.5016733855632464,0.9165082021246925
511,a44a669d55edfd8f,77.6,0.7760205279584368,Постоянный клиент,Новосибирск,Сибирский,Одежда и обувь,Аксессуары,Часы,53,0.5,10.6,4.9,69,17.7,45,0.9,4.6,26,486,0.6712177683121625,0.987626835060449,0.9951826779239877,0.7600917552139637,0.658971628508405,0.6605904688531807,0.7596916913871352,0.7500316929083948,0.33174868791359247
512,0a49f413f55451db,77.59,0.7758698692611276,Постоянный клиент,Владивосток,Дальневосточный,Услуги,Ремонт,Квартир,95,2.7,3.8,4.9,130,16.8,53,0.77,9.2,864,155,0.8561141958875282,0.8323078583765112,0.7657133439821505,0.7600917552139637,0.8610329352704039,0.6839780981730135,0.8099186126112421,0.3420932532136609,0.8430567176288634
513,314763fd4d4c4339,77.59,0.7758698692611276,Постоянный клиент,Владивосток,Дальневосточный,Услуги,Ремонт,Квартир,95,2.7,3.8,4.9,130,16.8,53,0.77,9.2,864,155,0.8561141958875282,0.8323078583765112,0.7657133439821505,0.7600917552139637,0.8610329352704039,0.6839780981730135,0.8099186126112421,0.3420932532136609,0.8430567176288634
514,d126fb8d9d8cbd37,77.58,0.7757987849582857,Активный,Москва,Центральный,Авто,Автомобили,Lada,119,1.8,4.2,5.0,158,42.2,106,0.72,4.6,249,886,0.9030450546385741,0.9154657815198618,0.809411526076925,0.9109605294381311,0.9022971020004564,0.24954600484261502,0.9409878045688497,0.20504044015111178,0.33174868791359247
515,6115ab6b901bc9f1,77.57,0.7756831612883903,Активный,Екатеринбург,Уральский,Дом и сад,Мебель,Диваны,119,1.2,2.1,5.0,153,32.4,73,0.86,10.6,323,105,0.9030450546385741,0.9504938471502591,0.466823863492305,0.9109605294381311,0.8961106462817879,0.3652597402597403,0.8851956086306129,0.6318932075758729,0.9263583580538018
516,c40e54de8fa2dcbb,77.57,0.7756961043405951,Уходящий,Омск,Сибирский,Услуги,Доставка,Переезды,85,0.9,5.0,4.7,118,18.9,46,0.87,9.5,104,76,0.8294287670190919,0.9632313255613126,0.876131436829695,0.46923036359321857,0.8385816789635151,0.6290446841294299,0.7670571232980908,0.6636495017874801,0.8647600212976344
517,fc5257015311486f,77.55,0.7754770595633794,Постоянный клиент,Уфа,Приволжский,Дом и сад,Кухонная техника,Philips,86,5.3,6.8,5.0,115,19.1,54,0.99,3.9,27,73,0.8324332547349205,0.40948834196891193,0.9529677239420907,0.9109605294381311,0.8323064831013413,0.623472925379705,0.8153190842017191,0.959344337111128,0.25808169164067846
518,4c9526c0fb3a1688,77.55,0.7754929869220581,Новичок,Нижний Новгород,Приволжский,Электроника,Аудио,JBL,399,7.4,6.9,4.9,530,28.9,281,0.93,7.9,168,94,0.997565984635278,0.12106001727115717,0.9555918967571816,0.7600917552139637,0.9953855125377146,0.4213762931983271,0.9958925990720316,0.8231282168302021,0.7267690981465987
519,705daf92d51e12cc,77.54,0.775355822993457,Активный,Ростов-на-Дону,Южный,Дом и сад,Кухонная техника,DeLonghi,136,3.5,3.1,5.0,186,22.2,87,0.7,10.0,98,196,0.9248370984508506,0.7232836787564767,0.6663877690727923,0.9109605294381311,0.9277401688598159,0.551411512216597,0.9151770999721103,0.16031540782434522,0.8955274967673233
520,798f5bf8e3d8091a,77.54,0.7754196464000409,Постоянный клиент,Екатеринбург,Уральский,Электроника,Аудио,Sony,180,4.6,4.0,4.9,235,18.5,89,0.91,3.0,436,360,0.9574934712608707,0.5359995682210709,0.7886336553332827,0.7600917552139637,0.9555538652671078,0.6394315430332379,0.9184478081184554,0.7756142085646915,0.17594635024466926
521,6e10f2a551449786,77.54,0.7754256970205041,Уходящий,Самара,Приволжский,Дом и сад,Инструменты,Bosch,223,3.5,2.1,4.9,296,23.5,179,0.96,8.1,139,138,0.9744174843437032,0.7232836787564767,0.466823863492305,0.7600917552139637,0.9738977206460282,0.5241030156284393,0.9825055145660607,0.8820770264445628,0.7474835830734515
522,771e657a7fdc5d5b,77.54,0.7754185762951703,Постоянный клиент,Казань,Приволжский,Услуги,Обучение,Программирование,158,6.9,4.3,5.0,215,18.6,119,0.89,8.7,32,81,0.9440683552648259,0.17260362694300518,0.8194518394564032,0.9109605294381311,0.9455769377044193,0.636790116662998,0.9540706371542303,0.7230546892827261,0.8028827869475926
523,843249b8c04d847e,77.53,0.7752917832958356,Новичок,Омск,Сибирский,Электроника,Ноутбуки,Lenovo,128,2.5,3.1,4.9,169,16.3,69,0.76,7.2,1652,648,0.9153038716056895,0.8536269430051814,0.6663877690727923,0.7600917552139637,0.9133008797951371,0.6964285714285714,0.8741411221825004,0.31170609264470983,0.6470677721153115
524,900f7f707b058e61,77.53,0.7752804244952572,Новичок,Санкт-Петербург,Северо-Западный,Авто,Шины и диски,Continental,103,1.0,4.9,4.7,141,5.9,42,0.74,6.6,47,135,0.8742425394893638,0.9594397668393783,0.8691209654927613,0.46923036359321857,0.8791232473821657,0.9627173673783843,0.7367333485459293,0.25544484166222964,0.5766714839887427
525,911b7bf49097d95e,77.53,0.7753470906981378,Премиум,Владивосток,Дальневосточный,Хобби и отдых,Коллекционирование,Карточки,241,4.0,2.0,5.0,322,21.9,227,0.95,5.9,1405,65,0.978613625415177,0.6431212219343696,0.44252174133515887,0.9109605294381311,0.9785502395983875,0.5581113801452785,0.9912147257929566,0.86484876144114,0.4890849623488248
526,4efa87f5ba11561a,77.52,0.7751873895926202,Активный,Омск,Сибирский,Авто,Шины и диски,Bridgestone,129,3.4,2.3,5.0,171,22.5,114,0.84,10.0,48,683,0.9164701706346188,0.7395023747841105,0.5135011789761923,0.9109605294381311,0.91487284805152,0.5449867928681488,0.949443472528587,0.56775943814812,0.8955274967673233
527,a6559f108ed91206,77.51,0.7750984716995241,Активный,Самара,Приволжский,Недвижимость,"Дома, дачи, коттеджи",Аренда,168,1.7,2.3,5.0,222,,116,0.68,8.6,1070,373,0.950825283334601,0.9219694516407599,0.5135011789761923,0.9109605294381311,0.9499252047361882,0.5,0.9513704013589919,0.12299383889860804,0.7941482213939809
528,4282dc92daa0defb,77.5,0.7749994996019456,Активный,Санкт-Петербург,Северо-Западный,Дом и сад,Инструменты,Metabo,235,5.3,3.0,5.0,315,10.3,219,0.88,0.0,316,58,0.9775233893663954,0.40948834196891193,0.6504018660784463,0.9109605294381311,0.9774726807129637,0.8618066255778121,0.9901498440708907,0.6937324104358409,0.015770391217261225
