rank,user_id,final_score,behavior_score,style_score,score_professionalism,score_charisma,score_expertise,kw_professional_count,kw_logistics_count,kw_charisma_count,kw_expertise_count,text_word_count,text_digit_count,text_unique_ratio,user_segment_marketing,user_city,user_region,ad_category_1,ad_category_2,ad_category_3,rating_seller,reviews_count,response_time_minutes,comments_per_ad_avg,comment_length_avg,comment_sentiment_avg,questions_per_ad_avg,followers_count,total_ads_last_12m,total_deals_last_12m,deal_success_rate
189,3613759cc3378bfa,75.57,80.15,64.89,0.7489084962348824,0.5021063106919196,0.6622651555487944,4,4,2,1,20,3,0.8,Новичок,Владивосток,Дальневосточный,Хобби и отдых,Винтажная одежда,Adidas,5.0,151,10.1,4.8,27.6,0.85,5.1,68,114,70,0.76
190,5972b432ddfbbe40,75.56,80.31,64.47,0.7325422783397988,0.6388193757764762,0.5333979868664588,6,1,4,0,35,0,0.9142857142857144,Новичок,Пермь,Приволжский,Дом и сад,Инструменты,Makita,5.0,465,17.2,10.7,26.0,0.62,4.2,37,348,211,0.89
191,f322b826041e9a46,75.53,79.28,66.79,0.7223016657792652,0.6495791181765169,0.6136140057300778,6,2,2,0,40,0,0.8,Постоянный клиент,Казань,Приволжский,Услуги,Обучение,Английский,,101,14.7,5.1,47.6,0.92,7.6,1199,76,45,0.99
192,e95cea21c6b5807f,75.5,80.81,63.11,0.6393524504956771,0.7723492051418576,0.479011688344616,3,5,5,0,19,0,0.7368421052631579,Новичок,Екатеринбург,Уральский,Одежда и обувь,Обувь,Nike,5.0,126,12.9,6.6,12.0,0.91,4.9,129,100,55,0.8
193,b34713354729b327,75.5,81.22,62.16,0.4644912654344464,0.6456903983164727,0.8070554752668543,4,1,4,2,47,0,0.9148936170212766,Новичок,Нижний Новгород,Приволжский,Электроника,Игровые приставки,Nintendo,5.0,232,67.4,1.2,39.9,0.91,9.9,503,173,130,0.91
194,09f49d1f928203d7,75.5,81.22,62.16,0.4644912654344464,0.6456903983164727,0.8070554752668543,4,1,4,2,47,0,0.9148936170212766,Новичок,Нижний Новгород,Приволжский,Электроника,Игровые приставки,Nintendo,5.0,232,67.4,1.2,39.9,0.91,9.9,503,173,130,0.91
195,d9c5aabdd9ab665f,75.47,82.99,57.9,0.6382546081488807,0.3737221419335209,0.7053985700159732,7,1,0,1,44,0,0.8863636363636364,Спящий,Омск,Сибирский,Недвижимость,"Дома, дачи, коттеджи",Аренда,5.0,155,77.2,3.0,22.3,0.92,4.5,210,114,86,0.97
196,8471397ed3fe14c2,75.46,78.86,67.51,0.6224284374128446,0.7034710073274004,0.7170450799929008,3,4,4,2,19,0,0.8947368421052632,Активный,Пермь,Приволжский,Электроника,Смартфоны и телефоны,Huawei,4.9,221,8.7,3.2,54.7,0.95,5.4,63,164,121,0.81
197,40234295c0afc92c,75.42,80.5,63.56,0.8339443726071856,0.5449088511954565,0.4617606044471489,7,3,3,0,21,0,0.8095238095238095,Активный,Владивосток,Дальневосточный,Одежда и обувь,Одежда,Платья,5.0,168,,3.6,47.4,0.53,4.3,893,126,80,0.78
198,b8af2c02b995b4ae,75.42,77.83,69.79,0.6680586192033671,0.6732581577546207,0.762237265789407,5,0,10,1,50,6,0.8,Постоянный клиент,Москва,Центральный,Электроника,Ноутбуки,ASUS,5.0,175,8.5,1.9,49.8,0.73,3.0,429,128,87,0.97
199,4f74fbf10e4e95f6,75.42,80.56,63.45,0.610108770061611,0.6344609670140209,0.6671021272280115,5,2,4,1,49,0,0.8775510204081632,Новичок,Челябинск,Уральский,Хобби и отдых,Музыкальные инструменты,Ударные,4.8,230,32.6,4.5,62.9,0.64,4.0,43,172,79,0.9
200,f60d30d86e1e2c2c,75.42,78.75,67.65,0.5800588220379808,0.718768540351411,0.7629123247382166,3,2,4,2,15,0,1.0,Спящий,Владивосток,Дальневосточный,Авто,Шины и диски,Bridgestone,5.0,102,10.7,5.5,63.1,0.63,5.4,351,75,52,0.96
